"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"hsa.mir.19b.2",1.24949752079234,5.99207640213797,11.1217276471007,4.46499784371427e-26,5.9161221429214e-25,48.1242400639541
"hsa.mir.500a",1.05785408692605,7.11599418218373,11.0159452989403,1.17393122816511e-25,1.50182236430778e-24,47.1264014734984
"hsa.mir.381",-1.0548303430236,5.24534254304995,-11.0015459012497,1.33843210730142e-25,1.65519437269608e-24,47.0009040694394
"hsa.mir.19b.1",1.20657927038147,6.11374241530061,10.8237911655142,6.69578405020313e-25,8.01334155685601e-24,45.4356178473967
"hsa.mir.889",-1.05487186044419,3.51333754740808,-10.8034071074842,8.04492807632703e-25,9.32708848849165e-24,45.2774013929703
"hsa.mir.146b",1.27501510988879,7.77012814132834,10.3406146611438,4.89017965511268e-23,5.49774743044486e-22,41.1336932968927
"hsa.mir.26a.2",-0.654302590551696,9.86331857848583,-10.2798112842775,8.31552067807648e-23,9.07370050460699e-22,40.5197696650411
"hsa.mir.152",-1.01353754421306,7.76298971123533,-10.2751868773198,8.65741580319394e-23,9.17686075138558e-22,40.5171428350465
"hsa.mir.7.1",1.21023170230729,4.1396621105857,10.2158011427467,1.45091037758306e-22,1.49524375023143e-21,40.1867431239963
"hsa.mir.29a",-0.763867233874553,12.5271641777043,-10.2079480663387,1.55321189808564e-22,1.55740976808047e-21,39.8860816605159
"hsa.mir.425",1.12394805465107,6.42671227333901,10.0987155728035,3.99244773320548e-22,3.89788976057693e-21,39.0937890799384
"hsa.mir.24.1",-0.818608754523863,9.14347487700983,-10.0027129684429,9.10213122529151e-22,8.65869406303372e-21,38.1602991160989
"hsa.mir.99b",-0.763065479885299,13.8930690264847,-9.94233460342829,1.52424427482019e-21,1.41373656489573e-20,37.6230796582229
"hsa.mir.204",-1.37418841109951,4.10160430498603,-9.88673803944586,2.44578988161926e-21,2.21314157580669e-20,37.3093946475057
"hsa.mir.17",0.853786703582536,8.95162449932744,9.74414519555436,8.15709352283246e-21,7.20543261183534e-20,36.0231486170473
